,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
1539,SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ,18-Jul-16,10.0,1,INE323J01019,10,SOMICONVEY
1540,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10.0,1,INE073K01018,10,SONACOMS
1541,SONAMCLOCK.NS,Sonam Clock Limited,EQ,7-Apr-22,10.0,1,INE00LM01011,10,SONAMCLOCK
1542,SONATSOFTW.NS,Sonata Software Limited,EQ,28-Jul-99,1.0,1,INE269A01021,1,SONATSOFTW
1543,SOTL.NS,Savita Oil Technologies Limited,EQ,28-Jun-95,2.0,1,INE035D01020,2,SOTL
1544,SOUTHBANK.NS,The South Indian Bank Limited,EQ,8-Dec-98,1.0,1,INE683A01023,1,SOUTHBANK
1545,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,18-Apr-19,10.0,1,INE980Y01015,10,SOUTHWEST
1546,SPAL.NS,S. P. Apparels Limited,EQ,12-Aug-16,10.0,1,INE212I01016,10,SPAL
1547,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10.0,1,INE572J01011,10,SPANDANA
1548,SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1.0,1,INE232I01014,1,SPARC
1549,SPCENET.NS,Spacenet Enterprises India Limited,EQ,10-Jan-17,1.0,1,INE970N01027,1,SPCENET
1550,SPECIALITY.NS,Speciality Restaurants Limited,EQ,30-May-12,10.0,1,INE247M01014,10,SPECIALITY
1551,SPENCERS.NS,Spencer's Retail Limited,EQ,25-Jan-19,5.0,1,INE020801028,5,SPENCERS
1552,SPENTEX.NS,Spentex Industries Limited,BZ,20-Dec-06,10.0,1,INE376C01020,10,SPENTEX
1553,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10.0,1,INE147A01011,10,SPIC
1554,SPICEJET.NS,SPICEJET LTD,EQ,10-May-95,10.0,1,INE285B01017,10,SPICEJET
1555,SPLIL.NS,SPL Industries Limited,EQ,26-Jul-05,10.0,1,INE978G01016,10,SPLIL
1556,SPLPETRO.NS,Supreme Petrochem Limited,EQ,24-May-22,2.0,1,INE663A01033,2,SPLPETRO
1557,SPMLINFRA.NS,SPML Infra Limited,BE,14-Feb-96,2.0,1,INE937A01023,2,SPMLINFRA
1558,SPORTKING.NS,Sportking India Limited,EQ,24-Aug-22,10.0,1,INE885H01011,10,SPORTKING
1559,SREEL.NS,Sreeleathers Limited,EQ,1-Jan-14,10.0,1,INE099F01013,10,SREEL
1560,SRF.NS,SRF Limited,EQ,18-Aug-03,10.0,1,INE647A01010,10,SRF
1561,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,8-May-07,10.0,1,INE917H01012,10,SRHHYPOLTD
1562,SRPL.NS,Shree Ram Proteins Limited,EQ,23-Sep-20,10.0,1,INE008Z01012,10,SRPL
1563,SSWL.NS,Steel Strips Wheels Limited,EQ,6-Jun-05,1.0,1,INE802C01033,1,SSWL
1564,STAR.NS,Strides Pharma Science Limited,EQ,2-Feb-00,10.0,1,INE939A01011,10,STAR
1565,STARCEMENT.NS,Star Cement Limited,EQ,16-Jun-17,1.0,1,INE460H01021,1,STARCEMENT
1566,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,10.0,1,INE575P01011,10,STARHEALTH
1567,STARPAPER.NS,Star Paper Mills Limited,EQ,13-Sep-95,10.0,1,INE733A01018,10,STARPAPER
1568,STARTECK.NS,Starteck Finance Limited,EQ,4-May-22,10.0,1,INE992I01013,10,STARTECK
1569,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,1-Apr-03,10.0,1,INE655A01013,10,STCINDIA
1570,STEELCAS.NS,Steelcast Limited,EQ,23-Nov-21,5.0,1,INE124E01020,5,STEELCAS
1571,STEELCITY.NS,Steel City Securities Limited,EQ,27-Jun-19,10.0,1,INE395H01011,10,STEELCITY
1572,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,1.0,1,INE503B01021,1,STEELXIND
1573,STEL.NS,Stel Holdings Limited,EQ,9-Feb-11,10.0,1,INE577L01016,10,STEL
1574,STERTOOLS.NS,Sterling Tools Limited,EQ,2-Feb-06,2.0,1,INE334A01023,2,STERTOOLS
1575,STLTECH.NS,Sterlite Technologies Limited,EQ,8-Dec-00,2.0,1,INE089C01029,2,STLTECH
1576,STOVEKRAFT.NS,Stove Kraft Limited,EQ,5-Feb-21,10.0,1,INE00IN01015,10,STOVEKRAFT
1577,STYLAMIND.NS,Stylam Industries Limited,EQ,2-Aug-21,5.0,1,INE239C01020,5,STYLAMIND
1578,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,29-Mar-95,10.0,1,INE189B01011,10,STYRENIX
1579,SUBEXLTD.NS,Subex Limited,EQ,5-Nov-20,5.0,1,INE754A01055,5,SUBEXLTD
1580,SUBROS.NS,Subros Limited,EQ,13-Jul-05,2.0,1,INE287B01021,2,SUBROS
1581,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,25-May-95,2.0,1,INE659A01023,2,SUDARSCHEM
1582,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,7-Nov-22,10.0,1,INE450E01011,10,SUKHJITS
1583,SULA.NS,Sula Vineyards Limited,EQ,22-Dec-22,2.0,1,INE142Q01026,2,SULA
1584,SUMEETINDS.NS,Sumeet Industries Limited,BE,10-Dec-10,10.0,1,INE235C01010,10,SUMEETINDS
1585,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,27-Jan-20,10.0,1,INE258G01013,10,SUMICHEM
1586,SUMIT.NS,Sumit Woods Limited,BE,30-Jul-19,10.0,1,INE748Z01013,10,SUMIT
1587,SUMMITSEC.NS,Summit Securities Limited,EQ,28-Jan-11,10.0,1,INE519C01017,10,SUMMITSEC
1588,SUNCLAYLTD.NS,Sundaram Clayton Limited,EQ,23-Oct-12,5.0,1,INE105A01035,5,SUNCLAYLTD
1589,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,2-Jun-10,1.0,1,INE108E01023,1,SUNDARAM
1590,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,7-Jan-98,10.0,1,INE660A01013,10,SUNDARMFIN
1591,SUNDARMHLD.NS,Sundaram Finance Holdings Limited,EQ,26-Mar-18,5.0,1,INE202Z01029,5,SUNDARMHLD
1592,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,EQ,17-Jul-96,10.0,1,INE073D01013,10,SUNDRMBRAK
1593,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,7-Jun-00,1.0,1,INE387A01021,1,SUNDRMFAST
1594,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,10.0,1,INE947A01014,10,SUNFLAG
1595,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,8-Feb-95,1.0,1,INE044A01036,1,SUNPHARMA
1596,SUNTECK.NS,Sunteck Realty Limited,EQ,13-Nov-09,1.0,1,INE805D01034,1,SUNTECK
1597,SUNTV.NS,Sun TV Network Limited,EQ,24-Apr-06,5.0,1,INE424H01027,5,SUNTV
1598,SUPERHOUSE.NS,Superhouse Limited,EQ,26-Sep-14,10.0,1,INE712B01010,10,SUPERHOUSE
1599,SUPERSPIN.NS,Super Spinning Mills Limited,EQ,8-Jul-04,1.0,1,INE662A01027,1,SUPERSPIN
1600,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,18-Feb-05,1.0,1,INE399C01030,1,SUPRAJIT
1601,SUPREMEENG.NS,Supreme Engineering Limited,BE,4-Dec-20,1.0,1,INE319Z01021,1,SUPREMEENG
1602,SUPREMEIND.NS,Supreme Industries Limited,EQ,19-Jul-95,2.0,1,INE195A01028,2,SUPREMEIND
1603,SUPREMEINF.NS,Supreme Infrastructure India Limited,EQ,18-Oct-07,10.0,1,INE550H01011,10,SUPREMEINF
1604,SUPRIYA.NS,Supriya Lifescience Limited,EQ,28-Dec-21,2.0,1,INE07RO01027,2,SUPRIYA
1605,SURANASOL.NS,Surana Solar Limited,EQ,7-Jan-11,5.0,1,INE272L01022,5,SURANASOL
1606,SURANAT&P.NS,Surana Telecom and Power Limited,EQ,22-May-02,1.0,1,INE130B01031,1,SURANAT&P
1607,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ,15-Jun-05,10.0,1,INE713B01026,10,SURYALAXMI
1608,SURYAROSNI.NS,Surya Roshni Limited,EQ,10-May-95,10.0,1,INE335A01012,10,SURYAROSNI
1609,SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,10.0,1,INE428Q01011,10,SURYODAY
1610,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,EQ,14-Dec-06,1.0,1,INE645H01027,1,SUTLEJTEX
1611,SUULD.NS,Suumaya Industries Limited,EQ,19-Oct-20,10.0,1,INE591Q01016,10,SUULD
1612,SUVEN.NS,Suven Life Sciences Limited,EQ,23-Oct-03,1.0,1,INE495B01038,1,SUVEN
1613,SUVENPHAR.NS,Suven Pharmaceuticals Limited,EQ,9-Mar-20,1.0,1,INE03QK01018,1,SUVENPHAR
1614,SUVIDHAA.NS,Suvidhaa Infoserve Limited,BE,31-Mar-21,1.0,1,INE018401013,1,SUVIDHAA
1615,SUZLON.NS,Suzlon Energy Limited,EQ,19-Oct-05,2.0,1,INE040H01021,2,SUZLON
1616,SVLL.NS,Shree Vasu Logistics Limited,EQ,21-Apr-23,10.0,1,INE00CE01017,10,SVLL
1617,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,EQ,14-Jul-21,1.0,1,INE308E01029,1,SVPGLOB
1618,SWANENERGY.NS,Swan Energy Limited,EQ,29-May-12,1.0,1,INE665A01038,1,SWANENERGY
1619,SWARAJENG.NS,Swaraj Engines Limited,EQ,6-Dec-95,10.0,1,INE277A01016,10,SWARAJENG
1620,SWELECTES.NS,Swelect Energy Systems Limited,EQ,9-May-06,10.0,1,INE409B01013,10,SWELECTES
1621,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ,20-Aug-19,1.0,1,INE00M201021,1,SWSOLAR
1622,SYMPHONY.NS,Symphony Limited,EQ,15-Jun-11,2.0,1,INE225D01027,2,SYMPHONY
1623,SYNCOMF.NS,Syncom Formulations (India) Limited,EQ,18-Nov-22,1.0,1,INE312C01025,1,SYNCOMF
1624,SYNGENE.NS,Syngene International Limited,EQ,11-Aug-15,10.0,1,INE398R01022,10,SYNGENE
1625,SYRMA.NS,Syrma SGS Technology Limited,EQ,26-Aug-22,10.0,1,INE0DYJ01015,10,SYRMA
1626,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-95,10.0,1,INE123C01018,10,TAINWALCHM
1627,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,2.0,1,INE586B01026,2,TAJGVK
1628,TAKE.NS,Take Solutions Limited,EQ,27-Aug-07,1.0,1,INE142I01023,1,TAKE
1629,TALBROAUTO.NS,Talbros Automotive Components Limited,EQ,29-Sep-06,10.0,1,INE187D01011,10,TALBROAUTO
1630,TANLA.NS,Tanla Platforms Limited,EQ,5-Jan-07,1.0,1,INE483C01032,1,TANLA
1631,TANTIACONS.NS,Tantia Constructions Limited,BZ,19-Feb-08,10.0,1,INE388G01018,10,TANTIACONS
1632,TARAPUR.NS,Tarapur Transformers Limited,EQ,18-May-10,10.0,1,INE747K01017,10,TARAPUR
1633,TARC.NS,TARC Limited,EQ,18-Dec-20,2.0,1,INE0EK901012,2,TARC
1634,TARMAT.NS,Tarmat Limited,EQ,9-Jul-07,10.0,1,INE924H01018,10,TARMAT
1635,TARSONS.NS,Tarsons Products Limited,EQ,26-Nov-21,2.0,1,INE144Z01023,2,TARSONS
1636,TASTYBITE.NS,Tasty Bite Eatables Limited,EQ,23-Mar-17,10.0,1,INE488B01017,10,TASTYBITE
1637,TATACHEM.NS,Tata Chemicals Limited,EQ,1-Apr-99,10.0,1,INE092A01019,10,TATACHEM
1638,TATACOFFEE.NS,Tata Coffee Limited,EQ,16-Feb-00,1.0,1,INE493A01027,1,TATACOFFEE
1639,TATACOMM.NS,Tata Communications Limited,EQ,12-Apr-95,10.0,1,INE151A01013,10,TATACOMM
1640,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,1.0,1,INE192A01025,1,TATACONSUM
1641,TATAELXSI.NS,Tata Elxsi Limited,EQ,17-Sep-03,10.0,1,INE670A01012,10,TATAELXSI
1642,TATAINVEST.NS,Tata Investment Corporation Limited,EQ,24-Jun-98,10.0,1,INE672A01018,10,TATAINVEST
1643,TATAMETALI.NS,Tata Metaliks Limited,EQ,27-May-03,10.0,1,INE056C01010,10,TATAMETALI
1644,TATAMOTORS.NS,Tata Motors Limited,EQ,22-Jul-98,2.0,1,INE155A01022,2,TATAMOTORS
1645,TATAMTRDVR.NS,Tata Motors Limited,EQ,5-Nov-08,2.0,1,IN9155A01020,2,TATAMTRDVR
1646,TATAPOWER.NS,Tata Power Company Limited,EQ,3-Apr-96,1.0,1,INE245A01021,1,TATAPOWER
1647,TATASTEEL.NS,Tata Steel Limited,EQ,18-Nov-98,1.0,1,INE081A01020,1,TATASTEEL
1648,TATASTLLP.NS,Tata Steel Long Products Limited,EQ,24-Feb-03,10.0,1,INE674A01014,10,TATASTLLP
1649,TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,10.0,1,INE0GK401011,10,TATVA
1650,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ,9-May-12,10.0,1,INE760L01018,10,TBZ
1651,TCI.NS,Transport Corporation of India Limited,EQ,21-Jan-02,2.0,1,INE688A01022,2,TCI
1652,TCIEXP.NS,TCI Express Limited,EQ,15-Dec-16,2.0,1,INE586V01016,2,TCIEXP
1653,TCNSBRANDS.NS,TCNS Clothing Co. Limited,EQ,30-Jul-18,2.0,1,INE778U01029,2,TCNSBRANDS
1654,TCPLPACK.NS,TCPL Packaging Limited,EQ,17-Oct-17,10.0,1,INE822C01015,10,TCPLPACK
1655,TCS.NS,Tata Consultancy Services Limited,EQ,25-Aug-04,1.0,1,INE467B01029,1,TCS
1656,TDPOWERSYS.NS,TD Power Systems Limited,EQ,8-Sep-11,2.0,1,INE419M01027,2,TDPOWERSYS
1657,TEAMLEASE.NS,Teamlease Services Limited,EQ,12-Feb-16,10.0,1,INE985S01024,10,TEAMLEASE
1658,TECHIN.NS,Techindia Nirman Limited,BE,8-Sep-11,10.0,1,INE778A01021,10,TECHIN
1659,TECHM.NS,Tech Mahindra Limited,EQ,28-Aug-06,5.0,1,INE669C01036,5,TECHM
1660,TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ,4-Dec-18,2.0,1,INE285K01026,2,TECHNOE
1661,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,BE,6-Dec-95,10.0,50,INE014B01011,10,TECILCHEM
1662,TEGA.NS,Tega Industries Limited,EQ,13-Dec-21,10.0,1,INE011K01018,10,TEGA
1663,TEJASNET.NS,Tejas Networks Limited,EQ,27-Jun-17,10.0,1,INE010J01012,10,TEJASNET
1664,TEMBO.NS,Tembo Global Industries Limited,EQ,23-Apr-21,10.0,1,INE869Y01010,10,TEMBO
1665,TERASOFT.NS,Tera Software Limited,EQ,29-Dec-16,10.0,1,INE482B01010,10,TERASOFT
1666,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ,9-Sep-04,1.0,1,INE435C01024,1,TEXINFRA
1667,TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ,10-Mar-10,10.0,1,INE141K01013,10,TEXMOPIPES
1668,TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ,3-Mar-11,1.0,1,INE621L01012,1,TEXRAIL
1669,TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,10.0,1,INE305A01015,10,TFCILTD
1670,TFL.NS,Transwarranty Finance Limited,EQ,26-Feb-07,10.0,1,INE804H01012,10,TFL
1671,TGBHOTELS.NS,TGB Banquets And Hotels Limited,EQ,17-May-07,10.0,1,INE797H01018,10,TGBHOTELS
1672,THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ,19-Feb-10,10.0,1,INE085J01014,10,THANGAMAYL
1673,THEINVEST.NS,The Investment Trust Of India Limited,EQ,2-Aug-17,10.0,1,INE924D01017,10,THEINVEST
1674,THEMISMED.NS,Themis Medicare Limited,EQ,2-Apr-07,10.0,1,INE083B01016,10,THEMISMED
1675,THERMAX.NS,Thermax Limited,EQ,30-Aug-95,2.0,1,INE152A01029,2,THERMAX
1676,THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ,7-Jun-00,1.0,1,INE332A01027,1,THOMASCOOK
1677,THOMASCOTT.NS,Thomas Scott (India) Limited,BE,30-Jan-12,10.0,1,INE480M01011,10,THOMASCOTT
1678,THYROCARE.NS,Thyrocare Technologies Limited,EQ,9-May-16,10.0,1,INE594H01019,10,THYROCARE
1679,TI.NS,Tilaknagar Industries Limited,EQ,16-Jul-10,10.0,1,INE133E01013,10,TI
1680,TIDEWATER.NS,Tide Water Oil Company (India) Limited,EQ,16-Jan-07,2.0,1,INE484C01030,2,TIDEWATER
1681,TIIL.NS,Technocraft Industries (India) Limited,EQ,12-Feb-07,10.0,1,INE545H01011,10,TIIL
1682,TIINDIA.NS,Tube Investments of India Limited,EQ,2-Nov-17,1.0,1,INE974X01010,1,TIINDIA
1683,TIJARIA.NS,Tijaria Polypipes Limited,EQ,14-Oct-11,10.0,1,INE440L01017,10,TIJARIA
1684,TIL.NS,TIL Limited,BZ,27-Sep-95,10.0,1,INE806C01018,10,TIL
1685,TIMESGTY.NS,Times Guaranty Limited,EQ,11-Jun-02,10.0,1,INE289C01025,10,TIMESGTY
1686,TIMETECHNO.NS,Time Technoplast Limited,EQ,13-Jun-07,1.0,1,INE508G01029,1,TIMETECHNO
1687,TIMKEN.NS,Timken India Limited,EQ,6-Feb-07,10.0,1,INE325A01013,10,TIMKEN
1688,TINPLATE.NS,The Tinplate Company of India Limited,EQ,27-Jan-06,10.0,1,INE422C01014,10,TINPLATE
1689,TIPSFILMS.NS,Tips Films Limited,EQ,6-Oct-22,10.0,1,INE0LQS01015,10,TIPSFILMS
1690,TIPSINDLTD.NS,TIPS Industries Limited,EQ,10-Nov-00,1.0,1,INE716B01029,1,TIPSINDLTD
1691,TIRUMALCHM.NS,Thirumalai Chemicals Limited,EQ,14-May-03,1.0,1,INE338A01024,1,TIRUMALCHM
1692,TIRUPATIFL.NS,Tirupati Forge Limited,EQ,4-Aug-20,2.0,1,INE319Y01024,2,TIRUPATIFL
1693,TITAN.NS,Titan Company Limited,EQ,24-Sep-04,1.0,1,INE280A01028,1,TITAN
1694,TMB.NS,Tamilnad Mercantile Bank Limited,EQ,15-Sep-22,10.0,1,INE668A01016,10,TMB
1695,TNPETRO.NS,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,10.0,1,INE148A01019,10,TNPETRO
1696,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,10.0,1,INE107A01015,10,TNPL
1697,TNTELE.NS,Tamilnadu Telecommunication Limited,BE,4-Feb-03,10.0,1,INE141D01018,10,TNTELE
1698,TOKYOPLAST.NS,Tokyo Plast International Limited,EQ,11-Oct-95,10.0,1,INE932C01012,10,TOKYOPLAST
1699,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,5.0,1,INE685A01028,5,TORNTPHARM
1700,TORNTPOWER.NS,Torrent Power Limited,EQ,28-Nov-06,10.0,1,INE813H01021,10,TORNTPOWER
1701,TOTAL.NS,Total Transport Systems Limited,EQ,28-Aug-20,10.0,1,INE336X01012,10,TOTAL
1702,TOUCHWOOD.NS,Touchwood Entertainment Limited,BE,21-Jan-20,10.0,1,INE486Y01013,10,TOUCHWOOD
1703,TPLPLASTEH.NS,TPL Plastech Limited,EQ,20-May-15,2.0,1,INE413G01022,2,TPLPLASTEH
1704,TRACXN.NS,Tracxn Technologies Limited,EQ,20-Oct-22,1.0,1,INE0HMF01019,1,TRACXN
1705,TREEHOUSE.NS,Tree House Education & Accessories Limited,EQ,26-Aug-11,10.0,1,INE040M01013,10,TREEHOUSE
1706,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-18,10.0,1,INE00CA01015,10,TREJHARA
1707,TRENT.NS,Trent Limited,EQ,7-Jun-04,1.0,1,INE849A01020,1,TRENT
1708,TRF.NS,TRF Limited,EQ,26-Mar-10,10.0,1,INE391D01019,10,TRF
1709,TRIDENT.NS,Trident Limited,EQ,21-Feb-01,1.0,1,INE064C01022,1,TRIDENT
1710,TRIGYN.NS,Trigyn Technologies Limited,EQ,9-Apr-98,10.0,1,INE948A01012,10,TRIGYN
1711,TRIL.NS,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,1.0,1,INE763I01026,1,TRIL
1712,TRITURBINE.NS,Triveni Turbine Limited,EQ,28-Oct-11,1.0,1,INE152M01016,1,TRITURBINE
1713,TRIVENI.NS,Triveni Engineering & Industries Limited,EQ,13-Dec-05,1.0,1,INE256C01024,1,TRIVENI
1714,TRU.NS,TruCap Finance Limited,EQ,10-May-22,2.0,1,INE615R01029,2,TRU
1715,TTKHLTCARE.NS,TTK Healthcare Limited,EQ,2-Dec-15,10.0,1,INE910C01018,10,TTKHLTCARE
1716,TTKPRESTIG.NS,TTK Prestige Limited,EQ,22-Dec-99,1.0,1,INE690A01028,1,TTKPRESTIG
1717,TTL.NS,T T Limited,EQ,22-Feb-07,10.0,1,INE592B01016,10,TTL
1718,TTML.NS,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,10.0,1,INE517B01013,10,TTML
1719,TV18BRDCST.NS,TV18 Broadcast Limited,EQ,8-Feb-07,2.0,1,INE886H01027,2,TV18BRDCST
1720,TVSELECT.NS,TVS Electronics Limited,EQ,26-Dec-03,10.0,1,INE236G01019,10,TVSELECT
1721,TVSMOTOR.NS,TVS Motor Company Limited,EQ,2-Aug-00,1.0,1,INE494B01023,1,TVSMOTOR
1722,TVSSRICHAK.NS,TVS Srichakra Limited,EQ,13-Feb-07,10.0,1,INE421C01016,10,TVSSRICHAK
1723,TVTODAY.NS,TV Today Network Limited,EQ,16-Jan-04,5.0,1,INE038F01029,5,TVTODAY
1724,TVVISION.NS,TV Vision Limited,EQ,15-Sep-16,10.0,1,INE871L01013,10,TVVISION
1725,TWL.NS,Titagarh Wagons Limited,EQ,21-Apr-08,2.0,1,INE615H01020,2,TWL
1726,UBL.NS,United Breweries Limited,EQ,28-Jul-08,1.0,1,INE686F01025,1,UBL
1727,UCALFUEL.NS,Ucal Fuel Systems Limited,EQ,13-Sep-95,10.0,1,INE139B01016,10,UCALFUEL
1728,UCOBANK.NS,UCO Bank,EQ,9-Oct-03,10.0,1,INE691A01018,10,UCOBANK
1729,UDAICEMENT.NS,Udaipur Cement Works Limited,EQ,23-Dec-21,4.0,1,INE225C01029,4,UDAICEMENT
1730,UFLEX.NS,UFLEX Limited,EQ,23-Aug-95,10.0,1,INE516A01017,10,UFLEX
1731,UFO.NS,UFO Moviez India Limited,EQ,14-May-15,10.0,1,INE527H01019,10,UFO
1732,UGARSUGAR.NS,The Ugar Sugar Works Limited,EQ,23-Aug-10,1.0,1,INE071E01023,1,UGARSUGAR
1733,UGROCAP.NS,Ugro Capital Limited,EQ,11-Aug-21,10.0,1,INE583D01011,10,UGROCAP
1734,UJAAS.NS,Ujaas Energy Limited,BE,20-Oct-11,1.0,1,INE899L01022,1,UJAAS
1735,UJJIVAN.NS,Ujjivan Financial Services Limited,EQ,10-May-16,10.0,1,INE334L01012,10,UJJIVAN
1736,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,10.0,1,INE551W01018,10,UJJIVANSFB
1737,ULTRACEMCO.NS,UltraTech Cement Limited,EQ,24-Aug-04,10.0,1,INE481G01011,10,ULTRACEMCO
1738,UMAEXPORTS.NS,Uma Exports Limited,EQ,7-Apr-22,10.0,1,INE0GIU01018,10,UMAEXPORTS
1739,UMANGDAIRY.NS,Umang Dairies Limited,EQ,2-Dec-15,5.0,1,INE864B01027,5,UMANGDAIRY
1740,UMESLTD.NS,Usha Martin Education & Solutions Limited,BE,12-Jul-10,1.0,1,INE240C01028,1,UMESLTD
1741,UNICHEMLAB.NS,Unichem Laboratories Limited,EQ,7-Feb-01,2.0,1,INE351A01035,2,UNICHEMLAB
1742,UNIDT.NS,United Drilling Tools Limited,EQ,25-Sep-20,10.0,1,INE961D01019,10,UNIDT
1743,UNIENTER.NS,Uniphos Enterprises Limited,EQ,23-Jan-04,2.0,1,INE037A01022,2,UNIENTER
1744,UNIINFO.NS,Uniinfo Telecom Services Limited,EQ,12-Jan-22,10.0,1,INE481Z01011,10,UNIINFO
1745,UNIONBANK.NS,Union Bank of India,EQ,24-Sep-02,10.0,1,INE692A01016,10,UNIONBANK
1746,UNIPARTS.NS,Uniparts India Limited,EQ,12-Dec-22,10.0,1,INE244O01017,10,UNIPARTS
1747,UNITECH.NS,Unitech Limited,BZ,8-Sep-99,2.0,1,INE694A01020,2,UNITECH
1748,UNITEDPOLY.NS,United Polyfab Gujarat Limited,BE,31-Dec-21,10.0,1,INE368U01011,10,UNITEDPOLY
1749,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-15,10.0,1,INE458F01011,10,UNITEDTEA
1750,UNIVASTU.NS,Univastu India Limited,EQ,22-Jun-20,10.0,1,INE562X01013,10,UNIVASTU
1751,UNIVCABLES.NS,Universal Cables Limited,EQ,17-May-95,10.0,1,INE279A01012,10,UNIVCABLES
1752,UNIVPHOTO.NS,Universus Photo Imagings Limited,EQ,14-Feb-20,10.0,1,INE03V001013,10,UNIVPHOTO
1753,UNOMINDA.NS,UNO Minda Limited,EQ,2-Feb-07,2.0,1,INE405E01023,2,UNOMINDA
1754,UPL.NS,UPL Limited,EQ,23-Jan-04,2.0,1,INE628A01036,2,UPL
1755,URJA.NS,Urja Global Limited,EQ,28-Mar-17,1.0,1,INE550C01020,1,URJA
1756,USHAMART.NS,Usha Martin Limited,EQ,11-Oct-00,1.0,1,INE228A01035,1,USHAMART
1757,USK.NS,Udayshivakumar Infra Limited,EQ,3-Apr-23,10.0,1,INE0N0Y01013,10,USK
1758,UTIAMC.NS,UTI Asset Management Company Limited,EQ,12-Oct-20,10.0,1,INE094J01016,10,UTIAMC
1759,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,EQ,10-Apr-06,10.0,1,INE786F01031,10,UTTAMSUGAR
1760,V2RETAIL.NS,V2 Retail Limited,EQ,4-Jul-07,10.0,1,INE945H01013,10,V2RETAIL
1761,VADILALIND.NS,Vadilal Industries Limited,EQ,15-Jun-11,10.0,1,INE694D01016,10,VADILALIND
1762,VAIBHAVGBL.NS,Vaibhav Global Limited,EQ,5-Apr-04,2.0,1,INE884A01027,2,VAIBHAVGBL
1763,VAISHALI.NS,Vaishali Pharma Limited,EQ,15-Jan-20,10.0,1,INE972X01014,10,VAISHALI
1764,VAKRANGEE.NS,Vakrangee Limited,EQ,3-Apr-06,1.0,1,INE051B01021,1,VAKRANGEE
1765,VALIANTORG.NS,Valiant Organics Limited,EQ,23-Jul-21,10.0,1,INE565V01010,10,VALIANTORG
1766,VARDHACRLC.NS,Vardhman Acrylics Limited,EQ,30-Sep-03,10.0,1,INE116G01013,10,VARDHACRLC
1767,VARDMNPOLY.NS,Vardhman Polytex Limited,BE,12-May-03,10.0,1,INE835A01011,10,VARDMNPOLY
