TICKER,NAME,SERIES,SYMBOL,SLUG
MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,MHRIL,mhril
MICEL.NS,MIC Electronics Limited,EQ,MICEL,micel
MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,MIDHANI,midhani
MINDACORP.NS,Minda Corporation Limited,EQ,MINDACORP,mindacorp
MINDTECK.NS,Mindteck (India) Limited,EQ,MINDTECK,mindteck
MIRCELECTR.NS,MIRC Electronics Limited,EQ,MIRCELECTR,mircelectr
MIRZAINT.NS,Mirza International Limited,EQ,MIRZAINT,mirzaint
MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,MITCON,mitcon
MITTAL.NS,Mittal Life Style Limited,BE,MITTAL,mittal
MMFL.NS,MM Forgings Limited,EQ,MMFL,mmfl
MMP.NS,MMP Industries Limited,EQ,MMP,mmp
MMTC.NS,MMTC Limited,EQ,MMTC,mmtc
MODIRUBBER.NS,Modi Rubber Limited,BE,MODIRUBBER,modirubber
MODISONLTD.NS,MODISON LIMITED,EQ,MODISONLTD,modisonltd
MOHITIND.NS,Mohit Industries Limited,EQ,MOHITIND,mohitind
MOIL.NS,MOIL Limited,EQ,MOIL,moil
MOKSH.NS,Moksh Ornaments Limited,EQ,MOKSH,moksh
MOL.NS,Meghmani Organics Limited,EQ,MOL,mol
MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,MOLDTECH,moldtech
MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,MOLDTKPAC,moldtkpac
MONARCH.NS,Monarch Networth Capital Limited,EQ,MONARCH,monarch
MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,MONTECARLO,montecarlo
MORARJEE.NS,Morarjee Textiles Limited,EQ,MORARJEE,morarjee
MOREPENLAB.NS,Morepen Laboratories Limited,EQ,MOREPENLAB,morepenlab
MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,MOTHERSON,motherson
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,MOTILALOFS,motilalofs
MOTOGENFIN.NS,The Motor & General Finance Limited,BE,MOTOGENFIN,motogenfin
MPHASIS.NS,MphasiS Limited,EQ,MPHASIS,mphasis
MPSLTD.NS,MPS Limited,EQ,MPSLTD,mpsltd
MRF.NS,MRF Limited,EQ,MRF,mrf
MRO-TEK.NS,MRO-TEK Realty Limited,EQ,MRO-TEK,mro-tek
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,MRPL,mrpl
MSPL.NS,MSP Steel & Power Limited,EQ,MSPL,mspl
MSTCLTD.NS,Mstc Limited,EQ,MSTCLTD,mstcltd
MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,MSUMI,msumi
MTARTECH.NS,Mtar Technologies Limited,EQ,MTARTECH,mtartech
MTEDUCARE.NS,MT Educare Limited,BE,MTEDUCARE,mteducare
MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,MTNL,mtnl
MUKANDLTD.NS,Mukand Limited,EQ,MUKANDLTD,mukandltd
MUKTAARTS.NS,Mukta Arts Limited,EQ,MUKTAARTS,muktaarts
MUNJALAU.NS,Munjal Auto Industries Limited,EQ,MUNJALAU,munjalau
MUNJALSHOW.NS,Munjal Showa Limited,EQ,MUNJALSHOW,munjalshow
MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,MURUDCERA,murudcera
MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,MUTHOOTCAP,muthootcap
MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,MUTHOOTFIN,muthootfin
NACLIND.NS,NACL Industries Limited,EQ,NACLIND,naclind
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,EQ,NAGAFERT,nagafert
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,NAGREEKCAP,nagreekcap
NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,NAGREEKEXP,nagreekexp
NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,NAHARCAP,naharcap
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,NAHARINDUS,naharindus
NAHARPOLY.NS,Nahar Poly Films Limited,EQ,NAHARPOLY,naharpoly
NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,NAHARSPING,naharsping
NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,NAM-INDIA,nam-india
NARMADA.NS,Narmada Agrobase Limited,EQ,NARMADA,narmada
NATCOPHARM.NS,Natco Pharma Limited,EQ,NATCOPHARM,natcopharm
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,NATHBIOGEN,nathbiogen
NATIONALUM.NS,National Aluminium Company Limited,EQ,NATIONALUM,nationalum
NATNLSTEEL.NS,National Steel And Agro Industries Limited,BE,NATNLSTEEL,natnlsteel
NAUKRI.NS,Info Edge (India) Limited,EQ,NAUKRI,naukri
NAVA.NS,NAVA LIMITED,EQ,NAVA,nava
NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,NAVINFLUOR,navinfluor
NAVKARCORP.NS,Navkar Corporation Limited,EQ,NAVKARCORP,navkarcorp
NAVNETEDUL.NS,Navneet Education Limited,EQ,NAVNETEDUL,navnetedul
NAZARA.NS,Nazara Technologies Limited,EQ,NAZARA,nazara
NBCC.NS,NBCC (India) Limited,EQ,NBCC,nbcc
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,NBIFIN,nbifin
NCC.NS,NCC Limited,EQ,NCC,ncc
NCLIND.NS,NCL Industries Limited,EQ,NCLIND,nclind
NDGL.NS,Naga Dhunseri Group Limited,EQ,NDGL,ndgl
NDL.NS,Nandan Denim Limited,EQ,NDL,ndl
NDRAUTO.NS,Ndr Auto Components Limited,EQ,NDRAUTO,ndrauto
NDTV.NS,New Delhi Television Limited,EQ,NDTV,ndtv
NECCLTD.NS,North Eastern Carrying Corporation Limited,EQ,NECCLTD,neccltd
NECLIFE.NS,Nectar Lifesciences Limited,EQ,NECLIFE,neclife
NELCAST.NS,Nelcast Limited,EQ,NELCAST,nelcast
NELCO.NS,NELCO Limited,EQ,NELCO,nelco
NEOGEN.NS,Neogen Chemicals Limited,EQ,NEOGEN,neogen
NESCO.NS,Nesco Limited,EQ,NESCO,nesco
NESTLEIND.NS,Nestle India Limited,EQ,NESTLEIND,nestleind
NETWORK18.NS,Network18 Media & Investments Limited,EQ,NETWORK18,network18
NEULANDLAB.NS,Neuland Laboratories Limited,EQ,NEULANDLAB,neulandlab
NEWGEN.NS,Newgen Software Technologies Limited,EQ,NEWGEN,newgen
NEXTMEDIA.NS,Next Mediaworks Limited,EQ,NEXTMEDIA,nextmedia
NFL.NS,National Fertilizers Limited,EQ,NFL,nfl
NGIL.NS,Nakoda Group of Industries Limited,BE,NGIL,ngil
NGLFINE.NS,NGL Fine-Chem Limited,EQ,NGLFINE,nglfine
NH.NS,Narayana Hrudayalaya Ltd.,EQ,NH,nh
NHPC.NS,NHPC Limited,EQ,NHPC,nhpc
NIACL.NS,The New India Assurance Company Limited,EQ,NIACL,niacl
NIBL.NS,NRB Industrial Bearings Limited,BE,NIBL,nibl
NIITLTD.NS,NIIT Limited,EQ,NIITLTD,niitltd
NILAINFRA.NS,Nila Infrastructures Limited,EQ,NILAINFRA,nilainfra
NILASPACES.NS,Nila Spaces Limited,EQ,NILASPACES,nilaspaces
NILKAMAL.NS,Nilkamal Limited,EQ,NILKAMAL,nilkamal
NINSYS.NS,NINtec Systems Limited,BE,NINSYS,ninsys
NIPPOBATRY.NS,Indo-National Limited,EQ,NIPPOBATRY,nippobatry
NIRAJ.NS,Niraj Cement Structurals Limited,EQ,NIRAJ,niraj
NIRAJISPAT.NS,Niraj Ispat Industries Limited,BE,NIRAJISPAT,nirajispat
NITCO.NS,Nitco Limited,EQ,NITCO,nitco
NITINSPIN.NS,Nitin Spinners Limited,EQ,NITINSPIN,nitinspin
NITIRAJ.NS,Nitiraj Engineers Limited,EQ,NITIRAJ,nitiraj
NKIND.NS,NK Industries Limited,EQ,NKIND,nkind
NLCINDIA.NS,NLC India Limited,EQ,NLCINDIA,nlcindia
NMDC.NS,NMDC Limited,EQ,NMDC,nmdc
NOCIL.NS,NOCIL Limited,EQ,NOCIL,nocil
NOIDATOLL.NS,Noida Toll Bridge Company Limited,EQ,NOIDATOLL,noidatoll
NORBTEAEXP.NS,Norben Tea & Exports Limited,EQ,NORBTEAEXP,norbteaexp
NOVARTIND.NS,Novartis India Limited,EQ,NOVARTIND,novartind
NRAIL.NS,N R Agarwal Industries Limited,EQ,NRAIL,nrail
NRBBEARING.NS,NRB Bearing Limited,EQ,NRBBEARING,nrbbearing
NRL.NS,Nupur Recyclers Limited,EQ,NRL,nrl
NSIL.NS,Nalwa Sons Investments Limited,EQ,NSIL,nsil
NSLNISP.NS,NMDC Steel Limited,EQ,NSLNISP,nslnisp
NTPC.NS,NTPC Limited,EQ,NTPC,ntpc
NUCLEUS.NS,Nucleus Software Exports Limited,EQ,NUCLEUS,nucleus
NURECA.NS,Nureca Limited,EQ,NURECA,nureca
NUVOCO.NS,Nuvoco Vistas Corporation Limited,EQ,NUVOCO,nuvoco
NXTDIGITAL.NS,NXTDIGITAL LIMITED,EQ,NXTDIGITAL,nxtdigital
NYKAA.NS,FSN E-Commerce Ventures Limited,EQ,NYKAA,nykaa
OAL.NS,Oriental Aromatics Limited,EQ,OAL,oal
OBCL.NS,Orissa Bengal Carrier Limited,EQ,OBCL,obcl
OBEROIRLTY.NS,Oberoi Realty Limited,EQ,OBEROIRLTY,oberoirlty
OCCL.NS,Oriental Carbon & Chemicals Limited,EQ,OCCL,occl
OFSS.NS,Oracle Financial Services Software Limited,EQ,OFSS,ofss
OIL.NS,Oil India Limited,EQ,OIL,oil
OILCOUNTUB.NS,Oil Country Tubular Limited,EQ,OILCOUNTUB,oilcountub
OLECTRA.NS,Olectra Greentech Limited,EQ,OLECTRA,olectra
OMAXAUTO.NS,Omax Autos Limited,EQ,OMAXAUTO,omaxauto
OMAXE.NS,Omaxe Limited,EQ,OMAXE,omaxe
OMINFRAL.NS,OM INFRA LIMITED,EQ,OMINFRAL,ominfral
ONELIFECAP.NS,Onelife Capital Advisors Limited,EQ,ONELIFECAP,onelifecap
ONEPOINT.NS,One Point One Solutions Limited,EQ,ONEPOINT,onepoint
ONGC.NS,Oil & Natural Gas Corporation Limited,EQ,ONGC,ongc
ONMOBILE.NS,OnMobile Global Limited,EQ,ONMOBILE,onmobile
ONWARDTEC.NS,Onward Technologies Limited,EQ,ONWARDTEC,onwardtec
OPTIEMUS.NS,Optiemus Infracom Limited,EQ,OPTIEMUS,optiemus
ORBTEXP.NS,Orbit Exports Limited,EQ,ORBTEXP,orbtexp
ORCHPHARMA.NS,Orchid Pharma Limited,BE,ORCHPHARMA,orchpharma
ORICONENT.NS,Oricon Enterprises Limited,EQ,ORICONENT,oriconent
ORIENTABRA.NS,Orient Abrasives Limited,EQ,ORIENTABRA,orientabra
ORIENTALTL.NS,Oriental Trimex Limited,EQ,ORIENTALTL,orientaltl
ORIENTBELL.NS,Orient Bell Limited,EQ,ORIENTBELL,orientbell
ORIENTCEM.NS,Orient Cement Limited,EQ,ORIENTCEM,orientcem
ORIENTELEC.NS,Orient Electric Limited,EQ,ORIENTELEC,orientelec
ORIENTHOT.NS,Oriental Hotels Limited,EQ,ORIENTHOT,orienthot
ORIENTLTD.NS,Orient Press Limited,EQ,ORIENTLTD,orientltd
ORIENTPPR.NS,Orient Paper & Industries Limited,EQ,ORIENTPPR,orientppr
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,EQ,ORISSAMINE,orissamine
ORTEL.NS,Ortel Communications Limited,BZ,ORTEL,ortel
ORTINLAB.NS,Ortin Laboratories Limited,EQ,ORTINLAB,ortinlab
OSIAHYPER.NS,Osia Hyper Retail Limited,EQ,OSIAHYPER,osiahyper
OSWALAGRO.NS,Oswal Agro Mills Limited,EQ,OSWALAGRO,oswalagro
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,EQ,OSWALSEEDS,oswalseeds
PAGEIND.NS,Page Industries Limited,EQ,PAGEIND,pageind
PAISALO.NS,Paisalo Digital Limited,EQ,PAISALO,paisalo
PALASHSECU.NS,Palash Securities Limited,EQ,PALASHSECU,palashsecu
PALREDTEC.NS,Palred Technologies Limited,EQ,PALREDTEC,palredtec
PANACEABIO.NS,Panacea Biotec Limited,EQ,PANACEABIO,panaceabio
PANACHE.NS,Panache Digilife Limited,BE,PANACHE,panache
PANAMAPET.NS,Panama Petrochem Limited,EQ,PANAMAPET,panamapet
PANSARI.NS,Pansari Developers Limited,EQ,PANSARI,pansari
PAR.NS,Par Drugs And Chemicals Limited,EQ,PAR,par
PARACABLES.NS,Paramount Communications Limited,EQ,PARACABLES,paracables
PARADEEP.NS,Paradeep Phosphates Limited,EQ,PARADEEP,paradeep
PARAGMILK.NS,Parag Milk Foods Limited,EQ,PARAGMILK,paragmilk
PARAS.NS,Paras Defence and Space Technologies Limited,EQ,PARAS,paras
PARASPETRO.NS,Paras Petrofils Limited,BE,PARASPETRO,paraspetro
PARSVNATH.NS,Parsvnath Developers Limited,EQ,PARSVNATH,parsvnath
PASUPTAC.NS,Pasupati Acrylon Limited,EQ,PASUPTAC,pasuptac
PATANJALI.NS,Patanjali Foods Limited,BE,PATANJALI,patanjali
PATELENG.NS,Patel Engineering Limited,EQ,PATELENG,pateleng
PATINTLOG.NS,Patel Integrated Logistics Limited,EQ,PATINTLOG,patintlog
PAYTM.NS,One 97 Communications Limited,EQ,PAYTM,paytm
PCBL.NS,PCBL LIMITED,EQ,PCBL,pcbl
PCJEWELLER.NS,PC Jeweller Limited,EQ,PCJEWELLER,pcjeweller
PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ,PDMJEPAPER,pdmjepaper
PDSL.NS,PDS Limited,EQ,PDSL,pdsl
PEARLPOLY.NS,Pearl Polymers Limited,EQ,PEARLPOLY,pearlpoly
PEL.NS,Piramal Enterprises Limited,EQ,PEL,pel
PENIND.NS,Pennar Industries Limited,EQ,PENIND,penind
PENINLAND.NS,Peninsula Land Limited,EQ,PENINLAND,peninland
PERSISTENT.NS,Persistent Systems Limited,EQ,PERSISTENT,persistent
PETRONET.NS,Petronet LNG Limited,EQ,PETRONET,petronet
PFC.NS,Power Finance Corporation Limited,EQ,PFC,pfc
PFIZER.NS,Pfizer Limited,EQ,PFIZER,pfizer
PFOCUS.NS,Prime Focus Limited,EQ,PFOCUS,pfocus
PFS.NS,PTC India Financial Services Limited,EQ,PFS,pfs
PGEL.NS,PG Electroplast Limited,EQ,PGEL,pgel
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ,PGHH,pghh
PGHL.NS,Procter & Gamble Health Limited,EQ,PGHL,pghl
PGIL.NS,Pearl Global Industries Limited,EQ,PGIL,pgil
PHOENIXLTD.NS,The Phoenix Mills Limited,EQ,PHOENIXLTD,phoenixltd
PIDILITIND.NS,Pidilite Industries Limited,EQ,PIDILITIND,pidilitind
PIIND.NS,PI Industries Limited,EQ,PIIND,piind
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ,PILANIINVS,pilaniinvs
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,EQ,PILITA,pilita
PIONEEREMB.NS,Pioneer Embroideries Limited,EQ,PIONEEREMB,pioneeremb
PITTIENG.NS,Pitti Engineering Limited,EQ,PITTIENG,pittieng
PIXTRANS.NS,Pix Transmissions Limited,EQ,PIXTRANS,pixtrans
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,BE,PKTEA,pktea
PLASTIBLEN.NS,Plastiblends India Limited,EQ,PLASTIBLEN,plastiblen
PNB.NS,Punjab National Bank,EQ,PNB,pnb
PNBGILTS.NS,PNB Gilts Limited,EQ,PNBGILTS,pnbgilts
PNBHOUSING.NS,PNB Housing Finance Limited,EQ,PNBHOUSING,pnbhousing
PNC.NS,Pritish Nandy Communications Limited,EQ,PNC,pnc
PNCINFRA.NS,PNC Infratech Limited,EQ,PNCINFRA,pncinfra
POCL.NS,Pondy Oxides & Chemicals Limited,EQ,POCL,pocl
PODDARHOUS.NS,Poddar Housing and Development Limited,BE,PODDARHOUS,poddarhous
PODDARMENT.NS,Poddar Pigments Limited,EQ,PODDARMENT,poddarment
POKARNA.NS,Pokarna Limited,EQ,POKARNA,pokarna
POLICYBZR.NS,PB Fintech Limited,EQ,POLICYBZR,policybzr
POLYCAB.NS,Polycab India Limited,EQ,POLYCAB,polycab
POLYMED.NS,Poly Medicure Limited,EQ,POLYMED,polymed
POLYPLEX.NS,Polyplex Corporation Limited,EQ,POLYPLEX,polyplex
PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ,PONNIERODE,ponnierode
POONAWALLA.NS,Poonawalla Fincorp Limited,EQ,POONAWALLA,poonawalla
POWERGRID.NS,Power Grid Corporation of India Limited,EQ,POWERGRID,powergrid
POWERINDIA.NS,Hitachi Energy India Limited,EQ,POWERINDIA,powerindia
POWERMECH.NS,Power Mech Projects Limited,EQ,POWERMECH,powermech
PPAP.NS,PPAP Automotive Limited,EQ,PPAP,ppap
PPL.NS,Prakash Pipes Limited,EQ,PPL,ppl
PPLPHARMA.NS,Piramal Pharma Limited,EQ,PPLPHARMA,pplpharma
PRAENG.NS,Prajay Engineers Syndicate Limited,EQ,PRAENG,praeng
PRAJIND.NS,Praj Industries Limited,EQ,PRAJIND,prajind
PRAKASH.NS,Prakash Industries Limited,EQ,PRAKASH,prakash
PRAKASHSTL.NS,Prakash Steelage Limited,EQ,PRAKASHSTL,prakashstl
PRAXIS.NS,Praxis Home Retail Limited,EQ,PRAXIS,praxis
PRECAM.NS,Precision Camshafts Limited,EQ,PRECAM,precam
PRECOT.NS,Precot Limited,EQ,PRECOT,precot
PRECWIRE.NS,Precision Wires India Limited,EQ,PRECWIRE,precwire
PREMEXPLN.NS,Premier Explosives Limited,EQ,PREMEXPLN,premexpln
PREMIERPOL.NS,Premier Polyfilm Limited,EQ,PREMIERPOL,premierpol
PRESSMN.NS,Pressman Advertising Limited,EQ,PRESSMN,pressmn
PRESTIGE.NS,Prestige Estates Projects Limited,EQ,PRESTIGE,prestige
PRICOLLTD.NS,Pricol Limited,EQ,PRICOLLTD,pricolltd
PRIMESECU.NS,Prime Securities Limited,EQ,PRIMESECU,primesecu
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ,PRINCEPIPE,princepipe
PRITI.NS,Priti International Limited,EQ,PRITI,priti
PRITIKAUTO.NS,Pritika Auto Industries Limited,EQ,PRITIKAUTO,pritikauto
PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ,PRIVISCL,priviscl
PROZONINTU.NS,Prozone Intu Properties Limited,EQ,PROZONINTU,prozonintu
PRSMJOHNSN.NS,Prism Johnson Limited,EQ,PRSMJOHNSN,prsmjohnsn
PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ,PRUDENT,prudent
PSB.NS,Punjab & Sind Bank,EQ,PSB,psb
PSPPROJECT.NS,PSP Projects Limited,EQ,PSPPROJECT,pspproject
PTC.NS,PTC India Limited,EQ,PTC,ptc
PTL.NS,PTL Enterprises Limited,EQ,PTL,ptl
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ,PUNJABCHEM,punjabchem
PURVA.NS,Puravankara Limited,EQ,PURVA,purva
PVP.NS,PVP Ventures Limited,EQ,PVP,pvp
PVR.NS,PVR Limited,EQ,PVR,pvr
QUESS.NS,Quess Corp Limited,EQ,QUESS,quess
QUICKHEAL.NS,Quick Heal Technologies Limited,EQ,QUICKHEAL,quickheal
RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ,RADHIKAJWE,radhikajwe
RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ,RADIANTCMS,radiantcms
RADICO.NS,Radico Khaitan Limited,EQ,RADICO,radico
RADIOCITY.NS,Music Broadcast Limited,EQ,RADIOCITY,radiocity
RAILTEL.NS,Railtel Corporation Of India Limited,EQ,RAILTEL,railtel
RAIN.NS,Rain Industries Limited,EQ,RAIN,rain
RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ,RAINBOW,rainbow
RAJESHEXPO.NS,Rajesh Exports Limited,EQ,RAJESHEXPO,rajeshexpo
RAJMET.NS,Rajnandini Metal Limited,EQ,RAJMET,rajmet
RAJRATAN.NS,Rajratan Global Wire Limited,EQ,RAJRATAN,rajratan
RAJRILTD.NS,Raj Rayon Industries Limited,BE,RAJRILTD,rajriltd
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ,RAJSREESUG,rajsreesug
RAJTV.NS,Raj Television Network Limited,EQ,RAJTV,rajtv
RALLIS.NS,Rallis India Limited,EQ,RALLIS,rallis
RAMANEWS.NS,Shree Rama Newsprint Limited,EQ,RAMANEWS,ramanews
RAMAPHO.NS,Rama Phosphates Limited,EQ,RAMAPHO,ramapho
RAMASTEEL.NS,Rama Steel Tubes Limited,EQ,RAMASTEEL,ramasteel
RAMCOCEM.NS,The Ramco Cements Limited,EQ,RAMCOCEM,ramcocem
RAMCOIND.NS,Ramco Industries Limited,EQ,RAMCOIND,ramcoind
RAMCOSYS.NS,Ramco Systems Limited,EQ,RAMCOSYS,ramcosys
RAMKY.NS,Ramky Infrastructure Limited,EQ,RAMKY,ramky
RAMRAT.NS,Ram Ratna Wires Limited,EQ,RAMRAT,ramrat
RANASUG.NS,Rana Sugars Limited,EQ,RANASUG,ranasug
RANEENGINE.NS,Rane Engine Valve Limited,EQ,RANEENGINE,raneengine
RANEHOLDIN.NS,Rane Holdings Limited,EQ,RANEHOLDIN,raneholdin
RATEGAIN.NS,Rategain Travel Technologies Limited,EQ,RATEGAIN,rategain
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ,RATNAMANI,ratnamani
RAYMOND.NS,Raymond Limited,EQ,RAYMOND,raymond
RBA.NS,Restaurant Brands Asia Limited,EQ,RBA,rba
RBL.NS,Rane Brake Lining Limited,EQ,RBL,rbl
RBLBANK.NS,RBL Bank Limited,EQ,RBLBANK,rblbank
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ,RCF,rcf
RECLTD.NS,REC Limited,EQ,RECLTD,recltd
REDINGTON.NS,Redington Limited,EQ,REDINGTON,redington
REFEX.NS,Refex Industries Limited,EQ,REFEX,refex
REGENCERAM.NS,Regency Ceramics Limited,BE,REGENCERAM,regenceram
RELAXO.NS,Relaxo Footwears Limited,EQ,RELAXO,relaxo
RELCAPITAL.NS,Reliance Capital Limited,BE,RELCAPITAL,relcapital
RELCHEMQ.NS,Reliance Chemotex Industries Limited,EQ,RELCHEMQ,relchemq
RELIANCE.NS,Reliance Industries Limited,EQ,RELIANCE,reliance
RELIGARE.NS,Religare Enterprises Limited,EQ,RELIGARE,religare
RELINFRA.NS,Reliance Infrastructure Limited,EQ,RELINFRA,relinfra
REMSONSIND.NS,Remsons Industries Limited,EQ,REMSONSIND,remsonsind
RENUKA.NS,Shree Renuka Sugars Limited,EQ,RENUKA,renuka
REPCOHOME.NS,Repco Home Finance Limited,EQ,REPCOHOME,repcohome
REPL.NS,Rudrabhishek Enterprises Limited,EQ,REPL,repl
REPRO.NS,Repro India Limited,EQ,REPRO,repro
RESPONIND.NS,Responsive Industries Limited,EQ,RESPONIND,responind
REVATHI.NS,Revathi Equipment Limited,EQ,REVATHI,revathi
RGL.NS,Renaissance Global Limited,EQ,RGL,rgl
RHFL.NS,Reliance Home Finance Limited,BE,RHFL,rhfl
RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ,RHIM,rhim
RHL.NS,Robust Hotels Limited,BE,RHL,rhl
RICOAUTO.NS,Rico Auto Industries Limited,EQ,RICOAUTO,ricoauto
RIIL.NS,Reliance Industrial Infrastructure Limited,EQ,RIIL,riil
RITCO.NS,Ritco Logistics Limited,EQ,RITCO,ritco
RITES.NS,RITES Limited,EQ,RITES,rites
RKDL.NS,Ravi Kumar Distilleries Limited,BE,RKDL,rkdl
RKEC.NS,RKEC Projects Limited,EQ,RKEC,rkec
RKFORGE.NS,Ramkrishna Forgings Limited,EQ,RKFORGE,rkforge
RMCL.NS,Radha Madhav Corporation Limited,BZ,RMCL,rmcl
RML.NS,Rane (Madras) Limited,EQ,RML,rml
RNAVAL.NS,Reliance Naval and Engineering Limited,BZ,RNAVAL,rnaval
ROHLTD.NS,Royal Orchid Hotels Limited,EQ,ROHLTD,rohltd
ROLEXRINGS.NS,Rolex Rings Limited,EQ,ROLEXRINGS,rolexrings
ROLLT.NS,Rollatainers Limited,EQ,ROLLT,rollt
ROML.NS,Raj Oil Mills Limited,EQ,ROML,roml
ROSSARI.NS,Rossari Biotech Limited,EQ,ROSSARI,rossari
ROSSELLIND.NS,Rossell India Limited,EQ,ROSSELLIND,rossellind
ROTO.NS,Roto Pumps Limited,EQ,ROTO,roto
ROUTE.NS,ROUTE MOBILE LIMITED,EQ,ROUTE,route
RPGLIFE.NS,RPG Life Sciences Limited,EQ,RPGLIFE,rpglife
RPOWER.NS,Reliance Power Limited,EQ,RPOWER,rpower
RPPINFRA.NS,R.P.P. Infra Projects Limited,EQ,RPPINFRA,rppinfra
RPPL.NS,Rajshree Polypack Limited,EQ,RPPL,rppl
RPSGVENT.NS,RPSG VENTURES LIMITED,EQ,RPSGVENT,rpsgvent
RSSOFTWARE.NS,R. S. Software (India) Limited,EQ,RSSOFTWARE,rssoftware
RSWM.NS,RSWM Limited,EQ,RSWM,rswm
RSYSTEMS.NS,R Systems International Limited,EQ,RSYSTEMS,rsystems
RTNINDIA.NS,RattanIndia Enterprises Limited,EQ,RTNINDIA,rtnindia
RTNPOWER.NS,RattanIndia Power Limited,EQ,RTNPOWER,rtnpower
RUBYMILLS.NS,The Ruby Mills Limited,EQ,RUBYMILLS,rubymills
RUCHINFRA.NS,Ruchi Infrastructure Limited,BE,RUCHINFRA,ruchinfra
RUCHIRA.NS,Ruchira Papers Limited,EQ,RUCHIRA,ruchira
RUPA.NS,Rupa & Company Limited,EQ,RUPA,rupa
RUSHI-RE1.NS,Rushil Decor Limited-RE,BE,RUSHI-RE1,rushi-re1
RUSHIL.NS,Rushil Decor Limited,EQ,RUSHIL,rushil
RUSTOMJEE.NS,Keystone Realtors Limited,EQ,RUSTOMJEE,rustomjee
RVHL.NS,Ravinder Heights Limited,EQ,RVHL,rvhl
RVNL.NS,Rail Vikas Nigam Limited,EQ,RVNL,rvnl
S&SPOWER.NS,S&S Power Switchgears Limited,BE,S&SPOWER,s&spower
SABEVENTS.NS,Sab Events & Governance Now Media Limited,EQ,SABEVENTS,sabevents
SABTN.NS,Sri Adhikari Brothers Television Network Limited,BE,SABTN,sabtn
SADBHAV.NS,Sadbhav Engineering Limited,EQ,SADBHAV,sadbhav
SADBHIN.NS,Sadbhav Infrastructure Project Limited,EQ,SADBHIN,sadbhin
SAFARI.NS,Safari Industries (India) Limited,EQ,SAFARI,safari
SAGARDEEP.NS,Sagardeep Alloys Limited,EQ,SAGARDEEP,sagardeep
SAGCEM.NS,Sagar Cements Limited,EQ,SAGCEM,sagcem
SAH.NS,Sah Polymers Limited,EQ,SAH,sah
SAHYADRI.NS,Sahyadri Industries Limited,EQ,SAHYADRI,sahyadri
SAIL.NS,Steel Authority of India Limited,EQ,SAIL,sail
SAKAR.NS,Sakar Healthcare Limited,EQ,SAKAR,sakar
SAKHTISUG.NS,Sakthi Sugars Limited,EQ,SAKHTISUG,sakhtisug
SAKSOFT.NS,Saksoft Limited,EQ,SAKSOFT,saksoft
SAKUMA.NS,Sakuma Exports Limited,EQ,SAKUMA,sakuma
SALASAR.NS,Salasar Techno Engineering Limited,EQ,SALASAR,salasar
SALONA.NS,Salona Cotspin Limited,EQ,SALONA,salona
